ResponseID,ResponseSet,IPAddress,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,TITLE,Summer Job Status,Summer Employer,Summer Title,Summer Arrange,Summer USA,Summer State,Summer Country,Summer Pay,S-Resources_1,S-Resources_2,S-Resources_3,S-Resources_4,S-Resources_7,S-Resources_8,S-Resources_5,S-Resources_6,S-Resources_6_TEXT,S-Skills_1,S-Skills_3,S-Skills_4,S-Skills_5,S-Skills_6,S-Skills_12,S-Skills_7,S-Skills_8,S-Skills_11,S-Skills_9,Current Job Status,Current Employer,Current Title,Current Arrangement,Current Country USA,Current Country,Current State,Current Pay,Current Source_1,Current Source_2,Current Source_3,Current Source_4,Current Source_7,Current Source_8,Current Source_5,Current Source_6,Current Source_6_TEXT,FC-Skills_1,FC-Skills_3,FC-Skills_4,FC-Skills_5,FC-Skills_6,FC-Skills_12,FC-Skills_7,FC-Skills_8,FC-Skills_11,FC-Skills_9,ROY Plan_6,ROY Plan_7,ROY Plan_4,ROY Plan_8,ROY Plan_9,ROY Plan_10,ROY Plan_5,ROY Plan_5_TEXT,FULL_TIME_STATUS,FULL_TIME_COMPANY,FULL_TIME_TITLE,FULL_TIME_ARRANGE,FULL_TIME_STATE,FULL_TIME_SALARY,FULL_TIME_HELP,Grad Acceptance,Accepted Schools,Grad Want Help?,LocationLatitude,LocationLongitude,LocationAccuracy
R_CfWqH6LZFGOwT4d,null,128.187.116.13,2023-10-03 12:33:23,2023-10-03 12:34:35,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,No,40.2584,-111.6591,-1
R_7TEkWlF5ppM4ovv,null,174.204.4.240,2023-09-27 10:03:22,2023-10-03 12:34:37,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,Vox Fulfillment,Process and Compliance Specialist,In-Office,Yes,,Utah,18.5,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Presenting,,R,SQL,API,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,,,,,,,,No,,Yes,40.7592,-111.8875,-1
R_SYO7EnSuBjecM5H,null,128.187.116.25,2023-10-03 12:33:27,2023-10-03 12:34:38,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,No,,Yes,40.2584,-111.6591,-1
R_110xvRc4LGElAeW,null,128.187.116.14,2023-10-03 12:31:59,2023-10-03 12:34:40,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,Become a TA/RA,,,,No,,,,,,Yes,No,,No,40.2584,-111.6591,-1
R_3HTESMyy5dyfxTd,null,128.187.116.24,2023-10-03 12:33:10,2023-10-03 12:34:41,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,Yes,40.2342,-111.6442,-1
R_2Eoa35PqF1vSIGF,null,128.187.116.1,2023-10-03 12:31:51,2023-10-03 12:34:51,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2584,-111.6591,-1
R_1DCoBT70japt263,null,128.187.116.28,2023-10-03 12:33:11,2023-10-03 12:35:09,,,,,1,0,1,Yes,Volt Games,Data Science Intern,Hybrid,No,,Portugal,15,LinkedIn,,,,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,Python,R,SQL,API,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_Puft6ibScDFwqid,null,174.218.191.129,2023-10-03 12:33:06,2023-10-03 12:35:31,,,,,1,0,1,Yes,New Jersey medical school,Research consultant,Remote,Yes,New Jersey,,18,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,Formal Presentation of work/results,Python,R,,,Yes,New Jersey Medical School,Research consultant,Remote,Yes,,Utah,18,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,,Python,R,SQL,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,41.2214,-111.9624,-1
R_2uDpauN13G1Tyuf,null,128.187.116.20,2023-10-03 12:31:25,2023-10-03 12:35:32,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU Center for Language Studies,Computer Programmer,Remote,Yes,,Utah,17.25,,,,,,,,Other,BYU jobs,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",,,R,SQL,API,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_6RmM8GW661XKScx,null,128.187.116.14,2023-10-03 12:33:09,2023-10-03 12:35:34,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU,Business specialist analyst,In-Office,Yes,,Utah,18,,,,,,,,Other,Y jobs,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,Yes,Not sure,Not sure,Hybrid,,,,,,,40.2584,-111.6591,-1
R_Zs19COfvrkQYitj,null,128.187.116.23,2023-10-03 12:33:02,2023-10-03 12:35:40,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU OIT,IT Project Assistant,Hybrid,Yes,,Utah,18,,,,,,,,Other,Got offered the job from other unrelated job I had at OIT.,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,Python,,SQL,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,No,40.2584,-111.6591,-1
R_2zMAmGtZr8LwVYj,null,128.187.116.17,2023-10-03 12:33:14,2023-10-03 12:35:47,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU Stats Department,TA,In-Office,Yes,,Utah,12,,,,,,,,Other,,,,,,,,,,,,,,,,,,Other (Please Specify),Bro I’m just tryna survive,,,,,,,,,,,40.2342,-111.6442,-1
R_1NgpPIhjMWmZyUO,null,128.187.116.12,2023-10-03 12:31:33,2023-10-03 12:35:57,,,,,1,0,1,Yes,BYU OIT,Technician,Hybrid,Yes,Utah,,17,,,,,Campus Clubs or Groups,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,SQL,,Yes,BYU OIT,Technician II,Hybrid,Yes,,Utah,18,,,,,,,,Other,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.",,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,SQL,,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_3oHoIzkDDUHbp3X,null,128.187.116.6,2023-10-03 12:31:56,2023-10-03 12:36:20,,,,,1,0,1,Yes,BYU,RA/TA,Hybrid,Yes,Utah,,13,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,Python,R,,,Yes,BYU,RA,Hybrid,Yes,,Utah,13,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,Python,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,Yes,40.2342,-111.6442,-1
R_1QF5tsbOveuLdEg,null,128.187.116.17,2023-10-03 12:32:57,2023-10-03 12:36:28,,,,,1,0,1,Yes,Anglepoint,Business Intelligence Intern,In-Office,Yes,Utah,,26,,Handshake,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,SQL,,Yes,Brigham Young University,Statistician Research Assistant,In-Office,Yes,,Utah,20,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,SQL,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,Prepare for Graduate School,,,,,,,,,,,,Awaiting decision(s),,Yes,40.2584,-111.6591,-1
R_1LGagHHHByhv78I,null,128.187.116.26,2023-10-03 12:33:37,2023-10-03 12:36:30,,,,,1,0,1,Yes,Vivint - Cody Johnson,Associate Data Analyst/Product Success Intern,Hybrid,Yes,Utah,,20,LinkedIn,,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,Python,,SQL,API,Yes,Vivint - Cody Johnson,Associate Data Analyst,Hybrid,Yes,,Utah,20,LinkedIn,,,,,,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,Python,,SQL,API,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,Offer(s) Pending,,,,,,Yes,,,,40.2584,-111.6591,-1
R_1FEaYdRHTPGPIIZ,null,128.187.116.23,2023-10-03 12:32:54,2023-10-03 12:36:36,,,,,1,0,1,Yes,Cvs Health,Data Science Intern,Hybrid,Yes,Utah,,47,LinkedIn,Handshake,,,,,,Other,Google jobs,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,R,SQL,,Yes,BYU Men’s Basketball,Sports Data Scientist,In-Office,Yes,,Utah,12,,,,,,,,Other,Instagram,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Presenting,,R,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,Yes,Cvs Health,Data Scientist,Hybrid,New York,112,,,,,40.2584,-111.6591,-1
R_2UgWqFrxNCKJ3Pr,null,128.187.116.4,2023-10-03 12:33:26,2023-10-03 12:36:48,,,,,1,0,1,Yes,Peter Madsen,Research Assistant,Remote,Yes,Utah,,13,,,,,,,,Other,Class and professors,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.",,,,,,R,,,Yes,Stats department,TA/RA,Hybrid,Yes,,Utah,13,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,,,,,,R,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,Awaiting decision(s),,Yes,40.2584,-111.6591,-1
R_21vyZceGzH4Qd7A,null,128.187.116.5,2023-10-03 12:35:36,2023-10-03 12:36:59,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2342,-111.6442,-1
R_3DurmYjyF4sdwhX,null,174.230.195.86,2023-10-03 12:34:25,2023-10-03 12:37:00,,,,,1,0,1,Yes,Starita Solutions,Data Scientist,Remote,Yes,Utah,,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Formal Presentation of work/results,,R,SQL,API,Yes,Starita Solutions,Data Scientist,Remote,Yes,,Utah,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,"Model Deployment: Docker, Flask, AWS, etc.",Presenting,,R,SQL,API,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,Become a TA/RA,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,,,,,,,,No,,No,40.7143,-111.8894,-1
R_1IughBPKerwmiDG,null,128.187.116.2,2023-10-03 12:34:01,2023-10-03 12:37:10,,,,,1,0,1,Yes,SAP Inc.,Project Operations,Remote,Yes,Utah,,23,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,,,,,Yes,SAP Inc.,Project Operations,Remote,Yes,,Utah,23,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,,,,,,Secure a Full-time job offer for AFTER graduation,,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_2cdVVNMxezXGRKi,null,174.230.195.210,2023-10-03 12:34:31,2023-10-03 12:37:20,,,,,1,0,1,Yes,"Research and Reporting, BYU",Data Analyst,Hybrid,Yes,Utah,,17.25,,,,,,,,Other,Y Jobs,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,R,SQL,,Yes,"Research and Reporting, BYU",Data Scientist,Hybrid,Yes,,Utah,20.25,,,,,,,,Other,Y Jobs,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.","Model Deployment: Docker, Flask, AWS, etc.",,Python,,SQL,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.7143,-111.8894,-1
R_1i9wlh9sEgd3ZXZ,null,104.28.49.13,2023-10-03 12:33:16,2023-10-03 12:37:27,,,,,1,0,1,Yes,BYU CE Quality Assurance,QA Team Lead and Data Analyst,In-Office,Yes,Utah,,17,,,,,,,,Other,I’ve had this job for a couple years and have enlarged my role to do data analysis,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,R,,,Yes,BYU CE,QA Team Lead and Data Analyst,In-Office,Yes,,Utah,17.50,,,,,,,,Other,Same job I had over the summer,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,Other (Please Specify),I’m hoping to go to law school,,,,,,,,No,,No,40.759,-111.8876,-1
R_3KwhgerAeMOg5dI,null,128.187.116.17,2023-10-03 12:34:37,2023-10-03 12:38:08,,,,,1,0,1,Yes,BYU Basketball,Intern Analyst,Hybrid,Yes,Utah,,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,,,R,,,Yes,BYU Basketball,Intern Analyst,Hybrid,Yes,,Utah,0,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Presenting,,R,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,No,40.2584,-111.6591,-1
R_2abElHk58qrb8Xx,null,128.187.116.19,2023-10-03 12:34:42,2023-10-03 12:38:56,,,,,1,0,1,Yes,Milliman CMH Health,Actuarial Intern,In-Office,Yes,Wisconsin,,26,,Handshake,,,,,,,,,,,,,Formal Presentation of work/results,,,SQL,,Yes,BYU,"Teaching Assistant, Research Assistant",Hybrid,Yes,,Utah,13,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Presenting,,R,,,,,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,,,,,,,,,,,40.2342,-111.6442,-1
R_1gSbEM8Xr2K3CUy,null,128.187.116.3,2023-10-03 12:37:05,2023-10-03 12:39:48,,,,,1,0,1,Yes,Mtc,Research and evaluation intern,In-Office,Yes,Utah,,0,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,,R,,,Yes,Mtc,Research and evaluation intern,In-Office,Yes,,Utah,0,,,,Department Resources,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Presenting,,R,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,Prepare for Graduate School,,,,,,,,,,,,Awaiting decision(s),,No,40.2584,-111.6591,-1
R_z70tEAlaDzVaJOh,null,128.187.116.23,2023-10-03 12:42:08,2023-10-03 12:42:57,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_2CBOs55dBMJt0Ct,null,128.187.116.31,2023-10-03 14:02:27,2023-10-03 14:04:33,,,,,1,0,1,Yes,Goldman Sachs,Risk Summer Analyst,In-Office,Yes,Utah,,26,LinkedIn,,,,,Career Fair or Information Session,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.",,Formal Presentation of work/results,Python,,SQL,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,,Become a TA/RA,,,,Yes,Goldman Sachs,Risk Analyst,In-Office,Utah,60000,,,,,40.2584,-111.6591,-1
R_3qk6FtayeZa7iRw,null,128.187.116.7,2023-10-03 14:02:41,2023-10-03 14:05:38,,,,,1,0,1,Yes,The Church of Jesus Christ of Latter-day Saints,"Data Engineer (AI/ML team, but role under Datawarehouse engineer on Handshake)",Remote,Yes,Utah,,25,,Handshake,,,,Career Fair or Information Session,,,,,"Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.","Model Building/Fitting: Regression, ANOVA, Machine Learning, etc.","Model Deployment: Docker, Flask, AWS, etc.",,Python,,SQL,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,"Extra Prep (Certifications, Personal Projects for a Portfolio, etc.)",,,No,,,,,,Yes,,,,40.2584,-111.6591,-1
R_TenWQl2XQJ48gP7,null,128.187.116.5,2023-10-03 14:02:35,2023-10-03 14:07:36,,,,,1,0,1,Yes,AT&T,Data Analyst Intern,Hybrid,Yes,Texas,,33,,Handshake,,,,,,,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,,,Yes,BYU,Research Assistant,Hybrid,Yes,,Utah,14,,,,,,,,Other,Reached out to a professor,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Presenting,Python,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,,,Prepare for Graduate School,,,,,,,,,,,,No,,Yes,40.2584,-111.6591,-1
R_w17SrqYQKYtYtS9,null,128.187.116.2,2023-09-26 16:01:13,2023-09-26 16:02:45,,,,,0,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU OIT,Data Analyst,Hybrid,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_1hGeL3PJU4EB9bl,null,128.187.116.10,2023-10-03 16:28:55,2023-10-03 16:30:25,,,,,1,0,1,Yes,Oregon Health & Science University,Biostatistics/Bioinformatics Intern,In-Office,Yes,Oregon,,15.50,,,,,,,"Personal Network (Family, Friends, etc.)",,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,Python,R,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Full-time job offer for AFTER graduation,,Prepare for Graduate School,,,,,No,,,,,,Yes,No,,Yes,40.2584,-111.6591,-1
R_2QxquzmGhsTZIk8,null,128.187.116.21,2023-09-27 09:04:40,2023-09-27 09:05:09,,,,,0,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3CZsLUu3C6dRXSl,null,128.187.116.12,2023-09-27 09:04:39,2023-09-27 09:08:26,,,,,0,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,BYU,TA,Hybrid,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2AHH2mLmM3ftIbo,null,128.187.116.16,2023-09-27 10:00:06,2023-09-27 10:02:15,,,,,0,0,1,Yes,byu,RA,Hybrid,Yes,Utah,,14,,,,,,,"Personal Network (Family, Friends, etc.)",,,,,"Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,Formal Presentation of work/results,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_2zp6x5jrc7JInF2,null,128.187.116.7,2023-09-27 10:03:42,2023-09-27 10:05:35,,,,,0,0,1,Yes,Scor life reinsurance,Actuarial intern,Hybrid,Yes,North Carolina,,25,LinkedIn,Handshake,,,,,,,,"Data Collection: Web-scraping, Date Entry, Surveys, etc.","Data Preparation: ETL Dataflows, Data wrangling/cleaning, Database mapping, etc.","Exploratory Data Analysis: Visualizations, Dashboards, Reports, etc.",,,,,,SQL,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_3qkUrlwmO4vSpvC,null,128.187.112.27,2023-09-27 11:06:07,2023-09-27 11:06:28,,,,,0,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
R_25zJbTslpG5BSdK,null,192.34.255.222,2023-10-06 10:45:38,2023-10-06 10:47:17,,,,,1,0,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,Secure a Major-related Internship/Part-time job to work DURING&nbsp;the school year,Secure a Full-time job offer for AFTER graduation,Secure a Major-related Internship/Part-time job for the upcoming SUMMER,,,,Other (Please Specify),I am leaving on a mission after this semester and would like to work on these when I get back.,No,,,,,,Yes,,,,40.7611,-111.9003,-1
R_2rTNkldJBDftyu3,null,128.187.116.14,2023-10-03 12:31:37,2023-10-03 12:31:59,,,,,0,0,1,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1
